South Beach	Europe	Bulgaria	Bourgas	Pomorie	NULL	NULL	Black Sea	42.561905, 27.604074	4.8	7.6	8	4	3	9	2	8	8	2.1	0	0	1.6	8.5	0	9.5
Ramla Bay Beach	Europe	Malta	Gozo Island	NULL	NULL	NULL	Mediterranean Sea 	36.061587, 14.284678	4.6	7.8	7.3	5	3.5	7	5	8	7.5	1.5	0	1	0	8.5	0	7
Central Beach Pomorie	Europe	Bulgaria	Bourgas	Pomorie	NULL	NULL	Black Sea	42.558749, 27.646650	3.4	7.5	5	2.1	1	8.6	1.6	3.6	5	1	0	0	0	7	0	8.6
Pomorie Beach	Europe	Bulgaria	Bourgas	Pomorie	NULL	NULL	Black Sea	42.561952, 27.644055	3.8	7.6	3.6	2	0.5	7.8	1.1	5.4	9.1	1.5	0	0	3.1	7	0	9
Pomorie East Beach	Europe	Bulgaria	Bourgas	Pomorie	NULL	NULL	Black Sea	42.556936, 27.648718	3.9	9.1	8	1	1.1	9.1	1.5	1.6	8	1.6	0	0	0	8.7	0	9
Cala Mitjana Beach	Europe	Spain	Balearic Islands	Minorca (Menorca)	Ferreries	NULL	Mediterranean Sea 	39.934338, 3.972651	6	9	7.5	8	4	7	7	8.8	9	2.5	0	4.5	6	10	0	7
Cala Galdana Beach	Europe	Spain	Balearic Islands	Minorca (Menorca)	Ferreries	NULL	Mediterranean Sea 	39.935968, 3.960989	5.7	9	8.3	6	1.5	8.5	6	8.5	9	1	0	3	7	9	0	8
Son Saura Beaches	Europe	Spain	Balearic Islands	Minorca (Menorca)	Ciutadella de Menorca	NULL	Mediterranean Sea 	39.926994, 3.894305	4.5	8.5	7.5	7	3	1	6	8	9	1	0	1.5	5	10	0	0
South Beach Nesebar	Europe	Bulgaria	Bourgas	Nesebar	NULL	NULL	Black Sea	42.657347, 27.718460	4.8	8.2	7.1	8.6	1.2	8.6	1.6	6.1	8.5	2	0	0	1.5	9	0	9
Peneco Beach	Europe	Portugal	Algarve	Albufeira	NULL	NULL	Atlantic Ocean	37.086392, -8.252869	4.6	8.5	8	2.5	1.5	10	2.5	7	9	1	0	0	1	8	0	10
Alemaes Beach	Europe	Portugal	Algarve	Albufeira	NULL	NULL	Atlantic Ocean	37.084302, -8.237977	4.7	8	8.3	4.5	3	10	2.5	7	8.5	1	0	0	0	8	0	10
Sunny Beach-North	Europe	Bulgaria	Bourgas	Nesebar	NULL	NULL	Black Sea	42.694235, 27.715827	4.7	9	7.6	3.5	0.4	10	1.6	7.1	10	0.6	0	0	1.1	9	0	10
Falesia Beach	Europe	Portugal	Algarve	Albufeira	NULL	NULL	Atlantic Ocean	37.085936, -8.167547	5.5	8.2	8.5	7.1	6.5	10	2.5	9	9	1.6	0	0	1	9.3	0	10
Sunny Beach-South	Europe	Bulgaria	Bourgas	Nesebar	NULL	NULL	Black Sea	42.670943, 27.711839	4.7	8.7	7.2	3.5	1.1	10	1.6	7.1	9	1.6	0	0	1	10	0	10
Santa Eulalia Beach	Europe	Portugal	Algarve	Albufeira	NULL	NULL	Atlantic Ocean	37.087919, -8.214108	5.4	8.6	8	6	3	10	2.5	8.5	9.3	1.5	0	0	5	9.1	0	10
Quarteira Beach	Europe	Portugal	Algarve	Loule	NULL	NULL	Atlantic Ocean	37.067781, -8.105822	4.7	8.3	8	1.5	2	10	2	7.5	9.5	1	0	0	1	9	0	10
Manta Rota Beach	Europe	Portugal	Algarve	Vila Real de Santo Antonio	NULL	NULL	Atlantic Ocean	37.163247, -7.518587	5.1	8.3	8	4.3	3	10	2	8.5	9.7	1.5	0	0	1	10	0	10
Monte Gordo Beach	Europe	Portugal	Algarve	Vila Real de Santo Antonio	NULL	NULL	Atlantic Ocean	37.177311, -7.445997	5.6	8.5	8.3	4	3.5	10	2	8.5	9.7	1.5	0	0	1	10	7	10
Tavira Island Beach	Europe	Portugal	Algarve	Tavira	NULL	NULL	Atlantic Ocean	37.110695, -7.619832	6.1	9	8.5	7	6	8	2	8.5	9.8	2	0	0	4	10	9	8
Barril Beach	Europe	Portugal	Algarve	Tavira	NULL	NULL	Atlantic Ocean	37.085801, -7.662834	5.3	9.1	8.5	5	6	8	2	9	10	1.5	0	0	2	10	0	8
Verde Beach	Europe	Portugal	Algarve	Vila Real de Santo Antonio	NULL	NULL	Atlantic Ocean	37.173981, -7.479598	5.3	9.1	8.7	5	5	9	2.5	9	9.7	1.5	0	0	2	10	0	8.5
Gale Beach-West	Europe	Portugal	Algarve	Albufeira	NULL	NULL	Atlantic Ocean	37.084602, -8.321948	5.3	8.7	8.5	5	4	10	2	8.5	9.5	1.5	0	0	2	10	0	10
Salema Beach	Europe	Portugal	Algarve	Lagos	NULL	NULL	Atlantic Ocean	37.065140, -8.824306	5.3	8.2	8.5	3.3	4.2	8.7	2	8.5	9	2	0	0	4	9	2.5	9
Sao Rafael Beach	Europe	Portugal	Algarve	Albufeira	NULL	NULL	Atlantic Ocean	37.074714, -8.280232	6.1	8.8	8.5	7.8	4	10	2.5	9	8.5	2	0	2.5	8	10	0	10
La Pelosa Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	40.965824, 8.209520	5.3	8.5	8	5.5	2	9	6	8.8	9.3	2.5	0	0.5	5	5	0	9
Rena Majore Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	40.827852, 8.195503	4.5	8	7	7.5	7	0	7	9	4	3.5	0	5	1	7.5	0.5	0
Mugoni Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	40.616439, 8.206510	5.3	8	8	6.5	3.1	7	5	7.8	8.8	2.5	0	2.5	7	8	0	6
Le Bombarde Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	40.584333, 8.258127	5.7	8.8	8.3	5.5	3.5	7	7	8.5	9.6	2.5	0	1.5	8.3	9	0	6.5
Lido di Alghero	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	40.569634, 8.318019	5.4	7.6	7	3.3	3.5	10	4.5	6	9	2	0	1.5	2.5	8	6	10
Central Beach Sveti Vlas	Europe	Bulgaria	Bourgas	Nesebar	NULL	NULL	Black Sea	42.707760, 27.755364	4.7	8.6	9.1	5	1.1	9.1	2	8.1	7.1	1.8	0	0	0	8.9	0	10
Cala Corsara Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	41.230991, 9.343881	5.8	9.1	8	9.8	6.5	0	8	9.4	10	3.5	0	5	9	8	0	0
Capo Testa Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	41.239766, 9.158241	6.1	8.8	8.7	7.5	5	7	6.5	9.3	8.5	3	0	3	8.5	9	0	6.5
Sveti Vlas-New Beach-West	Europe	Bulgaria	Bourgas	Nesebar	NULL	NULL	Black Sea	42.707725, 27.765249	4.9	8.5	8.6	3.7	2.1	8.9	1.9	7.8	9	1	0	1	1.9	9.1	0	10
Cala Brandinchi Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	40.835224, 9.686037	6	8.4	7.5	8.3	0.3	8	7	9	9.5	1.8	0	2.8	6	10	4	7.5
Sveti Vlas-New Beach-East	Europe	Bulgaria	Bourgas	Nesebar	NULL	NULL	Black Sea	42.706230, 27.771289	5	8.5	9	4.1	2.6	9	2.1	7.7	8	2	0	1.6	2	9.1	0	10
Sveti Vlas East Beach	Europe	Bulgaria	Bourgas	Nesebar	NULL	NULL	Black Sea	42.705585, 27.777556	4.7	8.1	7.5	3.1	5	9	2.5	7.5	2.1	2.1	0	1.5	2.6	9.1	0	10
La Cinta Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	40.785746, 9.670651	5.6	9	6	5	0.1	9	6.3	7.9	9.5	1	0	1	6.5	7.5	5	9.5
Lido di Orri Beach	Europe	Italy	Sardinia	Nuoro	NULL	NULL	Tyrrhenian Sea	39.900843, 9.682121	5.7	8.3	7.7	6	1.3	7.5	6	8.4	8	2	0	1	4	9	7.5	8.5
Platamona Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	40.819820, 8.486879	5.3	7.6	7.5	4.4	5	6.5	5	9.2	8.3	2	0	1	2	9	7	5
Capriccioli Beach	Europe	Italy	Sardinia	Sassari	NULL	NULL	Tyrrhenian Sea	41.078973, 9.551898	5.6	8.2	7.3	8	3	8.5	7	8.5	6	2.8	0	3.1	8.3	6	0	7.4
Fort Knox-Elenite	Europe	Bulgaria	Bourgas	Nesebar	NULL	NULL	Black Sea	42.702914, 27.795989	4.5	7.6	7	3	2	9	2	7.5	8	1	0	1	2	8.5	0	9.5
Narigama Beach-Hikkaduwa	Asia	Sri Lanca	Southern Province	Galle District	NULL	NULL	Indian Ocean	6.122539, 80.111424	4.8	8	7.5	4	4	8	1.7	7.5	10	2.5	0	0	0	9	0	10
Hikkaduwa Beach	Asia	Sri Lanca	Southern Province	Galle District	NULL	NULL	Indian Ocean	6.137530, 80.098933	5	8	5	2.5	3	8.5	3.5	6	7	6.5	3.7	3.5	1	6.7	0	10
Bentona Beach	Asia	Sri Lanca	Southern Province	Galle District	NULL	NULL	Indian Ocean	6.421638, 79.995887	5.3	8.3	8	4.4	7	9.3	2.3	7	9.8	3	0	0	0.5	10	0	10
Mirisa Beach	Asia	Sri Lanca	Southern Province	Galle District	NULL	NULL	Indian Ocean	5.944695, 80.459269	5.1	8.5	7.5	4	1	9	2.5	6	8.5	5	3	3	1	8	0	10
Unawatuna Beach	Asia	Sri Lanca	Southern Province	Galle District	NULL	NULL	Indian Ocean	6.009523, 80.248170	5.2	8.2	7	4	3.3	8.5	2.7	6	9	4	2	2.7	1	9	0	10
Jungle Beach-Unawatuna	Asia	Sri Lanca	Southern Province	Galle District	NULL	NULL	Indian Ocean	6.017679, 80.237768	5	7.7	6.5	4	6	8	4	5	7	6	3.2	3.7	0.5	6	0	7
Non Nuoc Beach	Asia	Vietnam	South Central Coast	Da Nang Province	NULL	NULL	South China Sea	15.995332, 108.274093	5.4	8.5	8.8	5	7.5	10	1.5	8	10	1.5	0	0	0	10	0	10
My Khe Beach	Asia	Vietnam	South Central Coast	Da Nang Province	NULL	NULL	South China Sea	16.063397, 108.246493	5.2	8.2	8.7	4	7	10	1.6	7.5	9.8	1.5	0	0	0	10	0	10
An Bang Beach-Hoi An	Asia	Vietnam	South Central Coast	Da Nang Province	NULL	NULL	South China Sea	15.913768, 108.340913	5	8	8	3.5	6	9.2	1.5	6.5	10	2	0	0	1	10	0	10
Nha Trang Beach	Asia	Vietnam	Southeast Vietnam	Ba Ria-Vung Tau Province	NULL	NULL	South China Sea	12.236360, 109.197914	4.8	8	8.3	3.8	3.3	10	1.7	7.5	9	1	0	0	0	10	0	10
Bai Bai Beach-Nha Trang	Asia	Vietnam	Southeast Vietnam	Ba Ria-Vung Tau Province	NULL	NULL	South China Sea	12.027887, 109.219660	4.6	8.2	6	1.5	7.5	7.5	2	7	9.6	1	0	1	1	10	1	6
Otres Beach	Asia	Cambodia	Sihanoukville Province	Sihanoukville	NULL	NULL	Gulf of Thailand	10.571540, 103.551524	4.9	8	7.5	5	5	8	2.5	7	9	1.5	0	0	3	9	0	8.5
Ou Chheuteal Beach	Asia	Cambodia	Sihanoukville Province	Sihanoukville	NULL	NULL	Gulf of Thailand	10.590748, 103.538253	3.7	7.5	2.5	4	4	4	1	3.5	9.5	1	0	0	2	9	0	8
Sokha Beach	Asia	Cambodia	Sihanoukville Province	Sihanoukville	NULL	NULL	Gulf of Thailand	10.608342, 103.513085	5.2	8.7	8.5	5	5	9.5	1.5	6.5	10	1	0	0	3	10	0	10
Independence Beach	Asia	Cambodia	Sihanoukville Province	Sihanoukville	NULL	NULL	Gulf of Thailand	10.612212, 103.500495	4.5	8	6	4	5	9	1.5	6	10	1	0	0	0	9	0	8
Victory Beach	Asia	Cambodia	Sihanoukville Province	Sihanoukville	NULL	NULL	Gulf of Thailand	10.634307, 103.499838	3	6.5	0.5	3	4	9	0.5	1	8.6	0.5	0	0	0	2	0	9
Serendipity Beach	Asia	Cambodia	Sihanoukville Province	Sihanoukville	NULL	NULL	Gulf of Thailand	10.605869, 103.522854	4.2	8	4	3	0.5	9.5	1	3.5	10	1	0	0	3	9.5	0	10
Saracen Bay Beach	Asia	Cambodia	Sihanoukville Province	Koh Rong Samloem	NULL	NULL	Gulf of Thailand	10.575760, 103.312519	6.1	9	8	7.5	3	7.5	5	8.5	10	2.5	1.7	2	5	10	3	9
Lazy Beach	Asia	Cambodia	Sihanoukville Province	Koh Rong Samloem	NULL	NULL	Gulf of Thailand	10.566755, 103.304151	6.1	9.1	9	7	8	3	5	9	10	3.5	4.7	4.5	0	10	1	8
Buck Beach	Asia	Cambodia	Sihanoukville Province	Koh Rong Samloem	NULL	NULL	Gulf of Thailand	10.553767, 103.312138	5.1	9	8.3	7	9	0.5	5	9	10	3.5	2	2	0	10	1	0
Koh Touch Beach	Asia	Cambodia	Sihanoukville Province	Koh Rong	NULL	NULL	Gulf of Thailand	10.668456, 103.275026	4.4	8.5	4	3.5	0.5	8	4	4	9	1.5	0.5	1	3	9	0	9
Long Set Beach	Asia	Cambodia	Sihanoukville Province	Koh Rong	NULL	NULL	Gulf of Thailand	10.683045, 103.288916	5.7	9.1	6.5	6.5	7.5	8	5	7	10	2	1.5	2	3	10	0	8
Sok San Beach	Asia	Cambodia	Sihanoukville Province	Koh Rong	NULL	NULL	Gulf of Thailand	10.690471, 103.253798	5.8	9.4	8	7.5	8	4	5	9	10	4	1.5	1.8	3	10	0.5	5
Coconut Beach	Asia	Cambodia	Sihanoukville Province	Koh Rong	NULL	NULL	Gulf of Thailand	10.704804, 103.313415	5.6	8.7	4	5	6	6	5	8.3	9.5	1.7	5	2	2.5	9	6	6
Central Beach Bourgas	Europe	Bulgaria	Bourgas	Bourgas	NULL	NULL	Black Sea	42.495953, 27.483650	4.7	7.6	7.6	4	1.6	10	1.5	7	8.6	1.2	0	0	1.6	10	0	10
Long Beach-North	Asia	Vietnam	South-western region	Phu Quoc Island	NULL	NULL	Gulf of Thailand	10.187694, 103.965419	5	8.3	7.6	3.5	2.8	10	2	8.3	9.3	1.5	0	0	2.5	9.5	0	10
Kraimorie Beach	Europe	Bulgaria	Bourgas	Bourgas	NULL	NULL	Black Sea	42.445560, 27.492335	4.8	8	3.6	1.6	2	10	1.4	7	9	1	0	0	2.1	9	7	10
Long Beach-South	Asia	Vietnam	South-western region	Phu Quoc Island	NULL	NULL	Gulf of Thailand	10.132509, 103.977037	4.4	8	3.8	4	5	7.5	1.5	6.5	9	1.5	0	0	2	8.5	0	8.5
Sarafovo Beach	Europe	Bulgaria	Bourgas	Bourgas	NULL	NULL	Black Sea	42.557425, 27.523988	3.7	6.1	5	2.6	1.5	9.1	1.5	7.6	9	1.1	0	0.5	1.1	0	0	10
Bai Sao Beach	Asia	Vietnam	South-western region	Phu Quoc Island	NULL	NULL	Gulf of Thailand	10.055494, 104.035821	5.9	9.3	6.5	7	5	8	3.5	8.5	9.7	3	4	3.5	3.5	9	0	8
Sozopol Central Beach 	Europe	Bulgaria	Bourgas	Sozopol	NULL	NULL	Black Sea	42.420579, 27.694654	5.6	8.2	7.2	4.1	1.2	10	2.6	7.1	9.6	1.5	0	1	4	10	7.2	10
Beach Harmanite Sozopol	Europe	Bulgaria	Bourgas	Sozopol	NULL	NULL	Black Sea	42.412967, 27.701576	5.4	9.1	8	3	2	10	2	7.1	5	1.6	0	2.1	4.1	10	7.3	10
Kavatsi Beach	Europe	Bulgaria	Bourgas	Sozopol	NULL	NULL	Black Sea	42.397047, 27.707095	5.5	9.1	9.1	8	1.6	8.6	2.1	2.1	8.5	2	0	1.9	3.9	10	5	10
Royal Beach-Chervenka	Europe	Bulgaria	Bourgas	Sozopol	NULL	NULL	Black Sea	42.428155, 27.645618	4.7	7.1	5	2.1	3	8	1.1	5	7.5	1	0	1.5	3.6	10	5	10
Central Beach- Chernomorets	Europe	Bulgaria	Bourgas	Sozopol	NULL	NULL	Black Sea	42.448080, 27.638623	3.4	8.1	0	1.5	1	10	0	0	5	0.6	0	0	0	10	5	10
Salang Beach	Asia	Malaysia	East Coast Islands	Tioman Island	NULL	NULL	South China Sea	2.876127, 104.154102	6	8	6.7	4.7	3.5	7.5	7	8.5	5	8.2	6.8	7	4	6	0	7.5
Duni Beach-Central	Europe	Bulgaria	Bourgas	Sozopol	NULL	NULL	Black Sea	42.371287, 27.710200	5	8.5	8.1	4	6.1	8	2.6	8	9.1	1.2	0	0	2.1	10	0	8
Paya Beach	Asia	Malaysia	East Coast Islands	Tioman Island	NULL	NULL	South China Sea	2.786436, 104.120198	6.1	8	7.3	4	4	8	7	7.5	8.5	7	6.2	6.5	3	6	0	8
Juara Beach	Asia	Malaysia	East Coast Islands	Tioman Island	NULL	NULL	South China Sea	2.784371, 104.204217	6.3	8.6	8	7	6.5	6	6	8.7	9	4.5	3.7	4	5	9	0	8
Driver s Beach	Europe	Bulgaria	Bourgas	Sozopol	NULL	NULL	Black Sea	42.356479, 27.715717	3.1	7.8	2.1	4.1	7.1	0	1.6	7.5	6.1	1	0	0	1.1	6.1	2.1	0.5
Pantai Iboih	Asia	Indonesia	Sumatra-Aceh	Acheh Islands	Pulawu We	NULL	Indian Ocean	5.872820, 95.256842	5.9	7.5	5	5	3	7.5	5.5	8	7.5	8.5	4.5	6.5	5	7	0	8
Arkutino Beach	Europe	Bulgaria	Bourgas	Sozopol	NULL	NULL	Black Sea	42.330618, 27.735425	4	8.3	4	5	7	1	2.1	7.6	9.1	1	0	0	4	9.5	1	1
Sumur Tiga Beach	Asia	Indonesia	Sumatra-Aceh	Acheh Islands	Pulawu We	NULL	Indian Ocean	5.890074, 95.341907	5.7	7.8	7.3	5.5	7	8.1	5	8.5	8.5	5	2.5	3	0	8.5	0	8.5
Ropotamo Beach	Europe	Bulgaria	Bourgas	Primorsko	NULL	NULL	Black Sea	42.327149, 27.754111	3.9	7.1	5.1	6.6	9	0	1	7.5	5.6	1.5	0	0	7	8.5	0	0
Kuta Beach	Asia	Indonesia	Nusa Tenggara-West	Lombok	South Lombok	NULL	Flores Sea	-8.894525, 116.283485	5.1	7.5	5.5	7	5	8.5	3	6.5	9	2	0	0	3.5	10	0	8.5
Perla Beach	Europe	Bulgaria	Bourgas	Primorsko	NULL	NULL	Black Sea	42.289057, 27.757341	5.1	8.5	6.1	6	1.1	9	3	7.6	10	1.1	0	0	6	9.5	0	9.1
Selong Belanak Beach	Asia	Indonesia	Nusa Tenggara-West	Lombok	South Lombok	NULL	Flores Sea	-8.869710, 116.160455	4.8	8.7	7.5	5.5	5	6.5	2	8.5	10	2	0	0	1	9	0	6
Tanjung Aan Beach	Asia	Indonesia	Nusa Tenggara-West	Lombok	South Lombok	NULL	Flores Sea	-8.907957, 116.324313	4.6	9	7.5	7.5	6	3	4	9	10	2.5	0	0	0	10	0	0
Mawun Beach	Asia	Indonesia	Nusa Tenggara-West	Lombok	South Lombok	NULL	Flores Sea	-8.900356, 116.227591	4.6	8.3	6	6.5	7.8	5	4	8.5	9	2.5	0	1	0	10	0	0
Ksamil Beach	Europe	Albania	Vlore	Sarande	NULL	NULL	Adriatic Sea	39.773052, 20.000413	5.3	3.1	5	7.6	1	10	6	5.1	2	8	0	7.6	6.1	8.5	0	10
Gili Trawangan Beaches	Asia	Indonesia	Nusa Tenggara-West	Lombok	Gili Trawangan	NULL	Flores Sea	-8.361574, 116.037176	6	7	6.3	5	2	8.5	9	8.5	3	7.5	7.2	7.2	3	8	0	8.5
Gili Meno Beaches	Asia	Indonesia	Nusa Tenggara-West	Lombok	Gili Meno	NULL	Flores Sea	-8.342266, 116.059041	6.3	7	6.8	5.6	4.3	8.5	9	8.5	3.1	7.5	7.3	7.3	3	8	0	8.5
Gili Air Beaches	Asia	Indonesia	Nusa Tenggara-West	Lombok	Gili Air	NULL	Flores Sea	-8.350561, 116.085648	6.2	7	6.7	5	3.4	8.5	9	8.5	3.5	7.5	7	7.2	3	8	0	8.5
Drymades Beach	Europe	Albania	Vlore	Vlore	NULL	NULL	Adriatic Sea	40.154993, 19.610450	5.2	3	6.6	5	6	8.5	6	8.2	5.6	2.6	0	1.5	4	7.5	5	9
Dhermi Beach	Europe	Albania	Vlore	Vlore	NULL	NULL	Adriatic Sea	40.141303, 19.639478	4.3	1.5	6	5	6	8	5	8.3	1	2.7	0	1	3	8	1.5	8
Livadhi Beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.106411, 19.728299	4.6	2	7.5	5	3.5	8.5	5	7.5	1	2.5	0	3	5	4.5	5	8.5
Jali Beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.119377, 19.701618	4.3	1.6	4	5	2.5	8.5	6	7.6	2	4	0	5	4.1	3.5	5.1	6
Gjipe Beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.127038, 19.670349	4.3	3	7	5.5	5	3	5.5	7.5	2	3.5	0	5	3	5	5	5
Jimbaran Beach	Asia	Indonesia	Bali	Badung Regency	NULL	NULL	Indian Ocean	-8.780807, 115.163754	4.5	7.8	3	3.3	1.5	10	3	7	8.7	2	0	0	2	9	0	10
Llamani Beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.080413, 19.766726	3.5	2.5	5	5	1	3.6	5.1	7.5	1.5	5	0	4	2.1	5	0	5
Sanur Beach	Asia	Indonesia	Bali	Denpasar City	NULL	NULL	Indian Ocean	-8.703177, 115.265006	5.1	8.1	6.5	3.8	4	10	4	7.7	8	2	0.5	1	2	9	0	10
Filikuri beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.085757, 19.751936	3.2	1	1	4	9.5	0	5.6	7.5	0.6	3.1	0	3.1	2	5	5	0
Lovina Beach	Asia	Indonesia	Bali	Buleleng Regency	NULL	NULL	Bali Sea	-8.162282, 115.023252	3.9	3.5	2.8	3.5	4	9.5	4	4	4	4	3	2	0.5	5	0	8.5
Kuta Beach	Asia	Indonesia	Bali	Badung Regency	NULL	NULL	Indian Ocean	-8.720171, 115.169028	3.6	7.8	1.7	3	0.3	10	1	2.5	8.3	1.1	0	0	1	7	0	10
Nusa Dua Beach	Asia	Indonesia	Bali	Badung Regency	NULL	NULL	Indian Ocean	-8.808607, 115.231805	5.5	8.2	8	4	3.1	10	3.5	7.8	7.5	3.6	1.6	2.6	3	9.2	0	10
Jemeluk Beach-Amed	Asia	Indonesia	Bali	Karangasem Regency	NULL	NULL	Bali Sea	-8.338379, 115.659959	4.8	1	5.5	2	3	8	6.5	8.4	5	7.7	5.7	6.3	1	4	0	8
Senggigi Beach	Asia	Indonesia	Nusa Tenggara-West	Lombok	West Lombok	NULL	Flores Sea	-8.497894, 116.045043	4.2	6.3	5	2.7	3	9	5	4	7.5	2	1	1.3	3	5	0	8.2
Crystal Bay Beach	Asia	Indonesia	Bali	Klungkung Regency	Nusa Pendida	NULL	Indian Ocean	-8.715987, 115.458943	5.8	7.7	7.5	6.5	4	4	8.5	8.8	5	8	7.8	7.9	0	8	0	3
Blue Lagoon Beach	Asia	Indonesia	Bali	Karangasem Regency	NULL	NULL	Bali Sea	-8.530000, 115.513240	4.1	6	3.5	3.5	5	8.5	5	6	3	3.5	2.5	2.8	0	3	0	8.5
Plazhi i Pulebardhes	Europe	Albania	Vlore	Vlore	NULL	NULL	Adriatic Sea	39.800203, 20.000570	4	3.5	5	5	1	5	6.5	8	2	3	0	2.5	4	5	0	9
Kedrodasos Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.268500, 23.563073	4.6	8.4	7.2	7.5	7	0	7.5	9	4	2	0	3	0	8	4	1.5
Preveli Beach	Europe	Greece	Crete	Rethymno	NULL	NULL	Mediterranean Sea 	35.152590, 24.474018	4.7	6.3	8.2	7.5	3.5	4	6.5	9	6	2	0	2	3	9	0	3.5
Plazhi i Lukoves	Europe	Albania	Vlore	Sarande	NULL	NULL	Adriatic Sea	39.972453, 19.913485	3	5	5	4.5	4	3	5.1	3	3	2.5	0	3	2.5	5	0	0
Borsh Beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.047040, 19.848378	3.4	1.5	5	4	5	5	4.8	5	1.5	4	0	2.5	2.5	5	0	4.9
Spile Beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.101225, 19.743541	4.2	5	6	4	1	10	4	4	4	2.5	0	1.6	2.5	9	0	10
Levante Beach-Benidorm	Europe	Spain	Valencia	Alicante	Marina Baja	NULL	Mediterranean Sea 	38.534899, -0.116869	5	8.4	7.7	1	0.3	10	4.5	8	9.7	2.5	0	1.7	1	9.7	0	10
Poniente Beach-Benidorm	Europe	Spain	Valencia	Alicante	Marina Baja	NULL	Mediterranean Sea 	38.534550, -0.153704	5.1	8.4	8	1	0.5	10	4.5	8.2	9.7	2.5	0	2	1	10	0	10
Marachi Beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.099009, 19.749540	4	4.5	5	4	2	10	2	4	2.5	2	0	2	2	10	0	10
Sfageio Beach	Europe	Albania	Vlore	Himare	NULL	NULL	Adriatic Sea	40.098870, 19.749633	4.1	5	5	3.5	2	10	2	4	3.5	2	0	1.5	2.3	10	0	10
Almadrava Beach-Benidorm	Europe	Spain	Valencia	Alicante	Marina Baja	NULL	Mediterranean Sea 	38.528821, -0.106565	4.6	5.5	7.5	5	1.3	10	5	8.5	3.5	2.5	0	2.5	2	5	0	10
Buneci Beach	Europe	Albania	Vlore	Sarande	NULL	NULL	Adriatic Sea	40.001890, 19.893020	3.9	1.5	5	4	7.5	6	6	6.5	0.7	2.8	0	1.6	1.4	8	5	2.8
La Mata Beach-Torrevieja	Europe	Spain	Valencia	Alicante	Bajo Segura	NULL	Mediterranean Sea 	38.015778, -0.652948	4.9	8.1	7.5	4.2	1.6	10	3	8	8.4	1.5	0	0	1	10	0	10
Los Locos Beach-Torrevieja	Europe	Spain	Valencia	Alicante	Bajo Segura	NULL	Mediterranean Sea 	37.984225, -0.658358	4.4	7	7.3	1.5	0.7	10	2.5	7.3	6	1.5	0	1.5	2	9	0	10
Durres Beach	Europe	Albania	Durres	Durres	NULL	NULL	Adriatic Sea	41.292829, 19.503115	4.9	5	7.5	4.5	1	10	5	5	5	3	0	4	4	10	0	10
Golemi Beach	Europe	Albania	Durres	Durres	NULL	NULL	Adriatic Sea	41.241784, 19.517000	4.9	5	4.9	5.5	2	10	5	5	5	5	0	3	3.5	10	0	10
Long Beach	Asia	Malaysia	East Coast Islands	Pulau Redang Island Group	Pulau Redang	NULL	South China Sea	5.775350, 103.033517	6.9	9	7.5	7.5	1.5	8.7	5.5	8.5	10	6.8	6.5	6.7	7	9.7	0.5	8.5
Kalong Kechil Beach	Asia	Malaysia	East Coast Islands	Pulau Redang Island Group	Pulau Redang	NULL	South China Sea	5.763649, 103.025596	6.1	8.3	8	6.5	5	8	5.5	9	9.6	4.4	3.8	4	5	7.5	0	7.5
Spille Beach	Europe	Albania	Durres	Durres	NULL	NULL	Adriatic Sea	41.088699, 19.458026	4	5.5	7	5	4	8	2	3.6	4	2.5	0	1.6	3	7.5	0	7
Marine Park Beach	Asia	Malaysia	East Coast Islands	Pulau Redang Island Group	Pulau Pinang	NULL	South China Sea	5.747202, 103.000760	5.8	8.4	6.7	7.5	1	5.5	6.5	7	9	8.7	8.2	8.4	3.5	6	0	0
Plazhi i Rasqyrave	Europe	Albania	Vlore	Sarande	NULL	NULL	Adriatic Sea	39.804118, 20.005047	3.5	1.5	4.5	5	7	4	5.5	5	2.5	3	0	2.5	1.5	2.1	0	8.5
